,date,open,high,low,close,volume,ticker,SMA10,SMA20,SMA30,AO,ISA_9,ISB_26,ITS_9,IKS_26
76,2016-07-08 04:00:00+00:00,21.986151808280542,22.07729591094634,21.88589485993442,22.02944564819336,115648400,AAPL,21.6024341583252,21.810356712341306,22.066964785257973,-0.27001638240804127,21.95710111394512,22.920358631857333,21.463216467584587,22.032865602838953
77,2016-07-11 04:00:00+00:00,22.04539659712337,22.25047040152665,22.040840174105185,22.09780502319336,95179600,AAPL,21.684008216857915,21.789279937744137,22.040912818908687,-0.22607341642608247,22.02260923169222,22.920358631857333,21.622715286158567,22.032865602838953
78,2016-07-12 04:00:00+00:00,22.141099947730144,22.26186516503708,22.129708019518414,22.19806480407715,96670000,AAPL,21.806596565246586,21.79019174575805,22.018658701578776,-0.11962098262790732,22.20945371138983,22.920358631857333,21.798169155508802,22.032865602838953
79,2016-07-13 04:00:00+00:00,22.195779084646954,22.25502126122021,22.065897592301717,22.072734832763672,103568800,AAPL,21.881334495544436,21.783469676971432,21.995948537190756,-0.01613233595746877,22.20945371138983,22.920358631857333,21.87450236803049,21.816399248455802
80,2016-07-14 04:00:00+00:00,22.191221859739,22.55579647044835,22.175271774846365,22.510225296020508,155676000,AAPL,21.98136444091797,21.802268028259274,21.998454984029134,0.08450302313454472,22.20945371138983,22.920358631857333,22.029440651310587,21.816399248455802
81,2016-07-15 04:00:00+00:00,22.539853824111724,22.62644151790053,22.44415328317304,22.507953643798828,120548000,AAPL,22.05382423400879,21.816281604766843,22.006506156921386,0.20050425029052832,22.20945371138983,22.920358631857333,22.06476317503668,21.816399248455802
82,2016-07-18 04:00:00+00:00,22.48971782636467,22.81555677620662,22.46693223836481,22.74720001220703,145975600,AAPL,22.14360027313233,21.8675498008728,22.021013323465983,0.30293954147250446,22.20945371138983,22.920358631857333,22.159320804189726,21.832346900214723
83,2016-07-19 04:00:00+00:00,22.68568335087531,22.78594205220241,22.635554000211755,22.75632095336914,95119600,AAPL,22.25479679107666,21.921894359588624,22.03043162027995,0.40552967791554906,22.20945371138983,22.920358631857333,22.30172942073134,21.832346900214723
84,2016-07-20 04:00:00+00:00,22.78593762748573,22.89075273196067,22.72669370289412,22.77682304382324,105104000,AAPL,22.35573902130127,21.968035793304445,22.03749523162842,0.5273748592436966,22.20945371138983,22.920358631857333,22.388323795947546,21.86994487809175
85,2016-07-21 04:00:00+00:00,22.747209114080636,23.01380425105289,22.587706457401698,22.656064987182617,130808000,AAPL,22.435263824462893,22.012240886688236,22.04121723175049,0.5954529378353541,22.216290065029888,22.920358631857333,22.527322212579037,21.931470637637858
86,2016-07-22 04:00:00+00:00,22.617325190098487,22.626439774975708,22.40085771073049,22.480609893798828,113254800,AAPL,22.48038024902344,22.041407203674318,22.033697891235352,0.584789806310301,22.177553373725193,22.920358631857333,22.539850921677303,21.931470637637858
87,2016-07-25 04:00:00+00:00,22.38718149000968,22.521617674180654,22.08412813251485,22.179828643798828,161531600,AAPL,22.488582611083988,22.08629541397095,22.02238082885742,0.5294468618806185,22.02545797240622,22.920358631857333,22.539850921677303,21.931470637637858
88,2016-07-26 04:00:00+00:00,22.061345622068604,22.32338426293091,21.97020152023444,22.02716636657715,224959200,AAPL,22.471492767333984,22.139044666290285,22.017292086283362,0.4315337220763844,22.04026878464491,22.920358631857333,22.492002885643664,21.931470637637858
89,2016-07-27 04:00:00+00:00,23.758892699023296,23.777121863509223,23.41254726593469,23.458118438720703,369379200,AAPL,22.610031127929688,22.24568281173706,22.058990160624184,0.5590672945569644,22.114322647295126,22.920358631857333,22.87366169187183,22.313129443866025
90,2016-07-28 04:00:00+00:00,23.43078249599839,23.799913611037777,23.428503415240453,23.77484893798828,159479200,AAPL,22.736493492126467,22.358928966522218,22.113676516215005,0.692203239674317,22.15533702091602,22.920358631857333,22.88505756563611,22.324525317630304
91,2016-07-29 04:00:00+00:00,23.74067139063949,23.822700913535343,23.62446261013216,23.745227813720703,110934800,AAPL,22.860220909118656,22.457022571563723,22.164261372884116,0.8993406255264453,22.17413723854815,22.920358631857333,22.89645121688489,22.335918968879085
92,2016-08-01 04:00:00+00:00,23.7907985962529,24.1872734289597,23.7907985962529,24.16448783874512,152671600,AAPL,23.001949691772463,22.572774982452398,22.245683097839354,1.1885216387597808,21.969631945488715,22.920358631857333,23.07873747459707,22.518205226591263
93,2016-08-02 04:00:00+00:00,24.16449044530824,24.169046868471003,23.69737797259216,23.806751251220703,135266400,AAPL,23.106992721557617,22.68089475631714,22.316927146911617,1.496078561752686,21.834627215806016,22.920358631857333,23.07873747459707,22.518205226591263
94,2016-08-03 04:00:00+00:00,23.88194261834424,24.116637516895125,23.87282803393857,24.10524559020996,120810400,AAPL,23.23983497619629,22.797786998748784,22.391968854268388,1.525225390419255,21.797030380479963,22.91016572014908,23.07873747459707,22.59111679987509
95,2016-08-04 04:00:00+00:00,24.187714910713066,24.283933851774712,24.118986096899697,24.254152297973636,109634800,AAPL,23.39964370727539,22.917453765869148,22.474708493550615,1.5803342536351046,21.748040516360355,22.530808869130674,23.127067686004576,22.809203498877615
96,2016-08-05 04:00:00+00:00,24.345788533596977,24.661938981640454,24.325170938035715,24.62299346923828,162213600,AAPL,23.613882064819336,23.04713115692139,22.565565490722655,1.6571303797438794,21.748040516360355,22.43342516431092,23.316070250937447,23.074539276332178
97,2016-08-08 04:00:00+00:00,24.63215796233773,24.826889038085938,24.549685824604097,24.826889038085938,112148800,AAPL,23.87858810424805,23.183585357666022,22.68372631072998,1.7128819608529717,21.748040516360355,22.43342516431092,24.119718152010314,23.164986935129384
98,2016-08-09 04:00:00+00:00,24.79481556148187,24.957471902628445,24.74441466042447,24.92768859863281,105260800,AAPL,24.168640327453616,23.320066547393804,22.815576553344727,1.8056353582788809,21.748040516360355,22.302065093783696,24.19298765893445,23.230278367400636
99,2016-08-10 04:00:00+00:00,24.90478090734447,24.94830927837689,24.687142547875503,24.74212455749512,96034000,AAPL,24.29704093933106,23.453536033630378,22.929468854268386,1.8844726948285704,21.72411668288795,22.25110733194403,24.290967256380302,23.230278367400636
100,2016-08-11 04:00:00+00:00,24.86125395637585,24.95518323652753,24.707761557336784,24.726089477539062,109938000,AAPL,24.392164993286137,23.564329242706304,23.036674308776853,1.9219639447115924,21.725821452225805,22.157119088080094,24.327424937610303,23.372686983942252
101,2016-08-12 04:00:00+00:00,24.69171978666066,24.84292247424229,24.69171978666066,24.783357620239254,74641600,AAPL,24.49597797393799,23.678099441528325,23.136674372355138,1.8759185813998407,21.74804103521177,22.117484528303166,24.327424937610303,23.421683381281433
102,2016-08-15 04:00:00+00:00,24.77419597093732,25.09492754442996,24.76045090636576,25.0811824798584,103472800,AAPL,24.587647438049316,23.794798564910888,23.24439913431803,1.8090353872047906,21.82779044449876,21.80158491520357,24.483877789184266,23.532564532332202
103,2016-08-16 04:00:00+00:00,25.11554866365417,25.253006320033588,25.019329702465956,25.05827522277832,135177600,AAPL,24.712799835205082,23.909896278381346,23.358196449279784,1.749373443462929,21.915517379173878,21.80158491520357,24.68599620846664,23.611603920134016
104,2016-08-17 04:00:00+00:00,24.994126012119047,25.05598229904924,24.820014285005414,25.021617889404297,101424000,AAPL,24.804437065124517,24.022136020660398,23.466670354207356,1.6705247083451056,21.845450808243147,21.80158491520357,24.78908862903465,23.611603920134016
105,2016-08-18 04:00:00+00:00,25.02391023304765,25.108673799051683,24.975799009073988,24.989545822143555,87938800,AAPL,24.877976417541507,24.138810062408446,23.57096131642659,1.613041600241523,21.922919949883195,21.80158491520357,24.901346072318844,23.611603920134016
106,2016-08-19 04:00:00+00:00,24.91852374976063,25.129291305551583,24.82459623120017,25.05368995666504,101472400,AAPL,24.921046066284184,24.267464065551756,23.671769460042317,1.5630477435191565,21.94058121174624,21.80158491520357,24.970074433954544,23.611603920134016
107,2016-08-22 04:00:00+00:00,24.939145474693174,24.99412748465648,24.70776030048799,24.858963012695312,103280800,AAPL,24.924253463745117,24.40142078399658,23.763808059692384,1.4529851733891945,21.995833852202225,21.80158491520357,24.970074433954544,23.611603920134016
108,2016-08-23 04:00:00+00:00,24.877294255013805,25.044533493710123,24.86354918668288,24.93685913085937,85030800,AAPL,24.925170516967775,24.546905422210695,23.855101203918455,1.3193837467931964,22.067038160473032,21.80158491520357,24.972363053347124,23.611603920134016
109,2016-08-24 04:00:00+00:00,24.87270373160522,24.913940668833003,24.668810471936265,24.748992919921875,94700400,AAPL,24.92585735321045,24.611449146270754,23.94430980682373,1.2046705039865628,22.12913433701965,21.80158491520357,24.960908395984926,23.611603920134016
110,2016-08-25 04:00:00+00:00,24.60238068005024,24.714636141875225,24.439724307408834,24.643617630004883,100344800,AAPL,24.917610168457035,24.654887580871584,24.015422884623213,1.0353185375376448,22.229396425108447,21.80158491520357,24.84636531372121,23.611603920134016
